Number_of_Vehicles,Engine_CC_Mean,Speed_limit,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Urban_or_Rural_Area,Day_of_Week,Hour,Accident_Severity
0,1390.0,60.0,Snowing no high winds,Snow,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lighting unknown,Urban,Saturday,0,Slight
0,124.0,40.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1610.5,40.0,Fine no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,1396.0,60.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,996.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine + high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,3199.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,4634.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,9360.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1798.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1073.5,30.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,11705.0,70.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Serious
0,0.0,40.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Tuesday,0,Serious
0,1386.0,30.0,Other,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1720.0,70.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Friday,0,Slight
0,1896.0,30.0,Other,Wet or damp,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,2315.3333333333335,30.0,Fine no high winds,Frost or ice,Darkness - lights lit,Rural,Friday,0,Slight
0,4000.0,30.0,Raining no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,10518.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1968.0,40.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Fatal
0,0.0,30.0,Other,Wet or damp,Darkness - lights lit,Rural,Sunday,0,Slight
0,1194.0,40.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,1998.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1530.0,70.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Serious
0,1796.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Slight
0,1998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Unknown,Dry,Daylight,Rural,Tuesday,0,Slight
0,1496.5,30.0,Raining + high winds,Wet or damp,Daylight,Urban,Saturday,0,Slight
0,1681.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,2147.0,40.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,0.0,20.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Raining + high winds,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Slight
0,1568.5,70.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Friday,0,Slight
0,1956.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Serious
0,349.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1497.0,70.0,Fine no high winds,Dry,Darkness - lighting unknown,Rural,Saturday,0,Slight
0,0.0,30.0,Unknown,Dry,Daylight,Urban,Wednesday,0,Serious
0,1890.0,60.0,Unknown,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,2776.0,70.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,1493.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Wednesday,0,Slight
0,1552.5,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Slight
0,49.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,998.0,70.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Sunday,0,Slight
0,2499.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Serious
0,1489.0,50.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1597.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Sunday,0,Slight
0,1339.0,30.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,1865.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1390.0,40.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,2499.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,2029.5,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Slight
0,7197.5,40.0,Raining no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,1614.0,40.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,2116.5,70.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,9600.0,70.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,998.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1388.0,70.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Unknown,Dry,Daylight,Urban,Wednesday,0,Serious
0,1956.0,60.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,40.0,Fine no high winds,Frost or ice,Daylight,Urban,Friday,0,Slight
0,0.0,60.0,Snowing + high winds,Snow,Daylight,Rural,Friday,0,Slight
0,1841.5,20.0,Fine no high winds,Wet or damp,Darkness - lights lit,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1675.5,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,40.0,Raining no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,1360.0,20.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,2499.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Serious
0,1686.0,70.0,Raining no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Serious
0,2204.0,40.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Serious
0,2198.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1794.5,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Frost or ice,Daylight,Urban,Wednesday,0,Serious
0,1424.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Monday,0,Serious
0,749.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Serious
0,0.0,70.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1686.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1291.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Fatal
0,731.5,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Slight
0,1781.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,2179.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,20.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1591.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Saturday,0,Fatal
0,1968.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Serious
0,1798.0,40.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Serious
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,1497.0,30.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,20.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,2138.5,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Monday,0,Slight
0,12130.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1619.5,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1998.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1461.0,30.0,Raining no high winds,Wet or damp,Daylight,Rural,Monday,0,Serious
0,1242.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1560.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Serious
0,1299.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1448.0,60.0,Raining no high winds,Wet or damp,Darkness - lights lit,Rural,Sunday,0,Slight
0,125.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1634.0,60.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1248.0,70.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Saturday,0,Slight
0,1396.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,2204.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,1997.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Serious
0,659.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Saturday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,1753.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1390.0,30.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1997.0,30.0,Unknown,Dry,Daylight,Rural,Monday,0,Slight
0,1996.0,60.0,Snowing no high winds,Snow,Daylight,Rural,Wednesday,0,Slight
0,4580.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,2494.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1956.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1229.0,40.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1648.0,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,0.0,20.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Serious
0,0.0,60.0,Raining + high winds,Flood over 3cm. deep,Daylight,Rural,Friday,0,Serious
0,3385.0,70.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,2494.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Friday,0,Slight
0,850.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,2664.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Rural,Sunday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,0.0,50.0,Fine no high winds,Frost or ice,Daylight,Urban,Monday,0,Slight
0,1986.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Serious
0,1973.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1968.0,20.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine + high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1598.0,30.0,Raining no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Unknown,Dry,Daylight,Urban,Sunday,0,Slight
0,2199.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,2664.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1796.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1910.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,1910.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Serious
0,0.0,70.0,Raining no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,2244.5,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Thursday,0,Slight
0,2401.0,40.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1751.5,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1598.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,1984.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,2086.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,0.0,60.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1461.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1597.0,40.0,Raining no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,1560.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,4511.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1379.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,2355.5,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1560.0,70.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,50.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1242.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Serious
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Serious
0,398.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Serious
0,5131.5,40.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Monday,0,Slight
0,1573.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1894.0,30.0,Fine no high winds,Dry,Darkness - lights unlit,Rural,Wednesday,0,Slight
0,1947.0,30.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,2497.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,113.0,70.0,Raining no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1598.0,50.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Saturday,0,Slight
0,1910.0,40.0,Other,Wet or damp,Darkness - no lighting,Rural,Sunday,0,Slight
0,0.0,30.0,Other,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Serious
0,1870.0,50.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,1896.0,60.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1124.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1587.0,60.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1598.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1841.5,70.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Slight
0,0.0,70.0,Raining no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,4500.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Wednesday,0,Slight
0,1428.5,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,2982.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,1896.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1573.5,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,5698.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1617.5,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1995.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,1527.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,2398.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1897.5,60.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1753.0,50.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Serious
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,3934.0,70.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Saturday,0,Serious
0,1677.5,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,1984.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Monday,0,Slight
0,2402.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
0,1493.0,50.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,0.0,50.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,398.0,30.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,0.0,40.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1270.0,60.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Serious
0,1997.0,60.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Serious
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1124.0,70.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1560.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Serious
0,624.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1042.0,60.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1985.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,998.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Wednesday,0,Slight
0,2577.0,60.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Unknown,Dry,Daylight,Urban,Thursday,0,Slight
0,2402.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1364.0,70.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1984.0,40.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1073.5,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1275.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,1674.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,1691.5,30.0,Raining no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,4469.0,60.0,Other,Dry,Daylight,Rural,Monday,0,Slight
0,1598.0,70.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1998.0,30.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1616.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,2148.0,40.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1696.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Friday,0,Slight
0,1358.5,30.0,Fine no high winds,Dry,Darkness - lights unlit,Urban,Saturday,0,Slight
